candidate_id,candidate_name,party,chamber,state,incumbent,n_tweets,share_retweets,true_ideology
C0037,York Jessup,R,House,AR,False,53,0.16981132075471697,0.6263
C0038,Renata Solberg,D,House,AR,False,117,0.3504273504273504,-0.8392
C0039,Quincy Villanueva,R,House,AR,True,55,0.36363636363636365,0.3902
C0040,Delphine Holloway,D,House,AR,False,163,0.2331288343558282,-0.5233
C0041,Simone Stanfield,R,House,AR,True,69,0.014492753623188406,0.4407
C0042,Tamika Villanueva,D,House,CA,True,46,0.30434782608695654,-0.4648
C0043,Henrietta Solberg,R,House,CA,False,161,0.4472049689440994,1.0
C0044,Henrietta Sandoval,D,House,CA,False,122,0.040983606557377046,-0.5392
C0045,Osric Abernathy,R,House,CA,True,52,0.07692307692307693,0.3898
C0046,Quentin Prescott,R,House,CA,False,284,0.2605633802816901,1.0
C0047,Lucille Renwick,D,House,CA,True,118,0.3305084745762712,-0.8952
C0048,Harlan Falkner,R,House,CA,False,77,0.05194805194805195,0.9362
C0049,Maeve Lockhart,D,House,CA,True,59,0.11864406779661017,-0.2856
C0050,Opal Ivester,R,House,CA,False,254,0.2559055118110236,0.5703
C0051,Quincy Renwick,D,House,CA,False,103,0.32038834951456313,-0.1854
C0052,Osric Kowalczyk,D,House,CA,False,50,0.12,-0.6107
C0053,Tallulah Zielinski,R,House,CA,False,34,0.23529411764705882,0.9299
C0054,Ignatius Abernathy,D,House,CA,False,164,0.21341463414634146,-0.5167
C0055,Flora Palafox,R,House,CA,True,155,0.5096774193548387,0.7911
C0056,Deshawn Calloway,D,House,CA,False,95,0.43157894736842106,-0.8733
C0057,Cormac Ibarra,R,House,CA,True,112,0.21428571428571427,0.644
C0058,Tobias Ivester,I,House,CA,False,75,0.30666666666666664,0.3913
C0059,Russell Lockhart,R,House,CA,True,130,0.5846153846153846,0.3543
C0060,Rosalind Winterbourne,D,House,CA,False,84,0.20238095238095238,-0.2037
C0061,Priya Meriwether,D,House,CA,False,146,0.07534246575342465,-0.6309
C0062,Renata Calloway,R,House,CA,True,246,0.532520325203252,0.8288
C0063,Tobias Underhill,D,House,CA,False,138,0.12318840579710146,-0.765
C0064,Yolanda Solberg,R,House,CA,True,181,0.2596685082872928,0.5719
C0065,Tallulah Sandoval,D,House,CA,True,99,0.5151515151515151,-0.6324
C0066,Pete Ibarra,R,House,CA,False,87,0.25287356321839083,0.7822
C0067,Maeve Barrows,D,House,CA,True,63,0.19047619047619047,-0.6491
C0068,Bettina Jessup,R,House,CA,False,125,0.096,0.8828
C0069,Rosalind Sandoval,D,House,CA,False,119,0.17647058823529413,-0.5992
C0070,York Sandoval,R,House,CA,True,84,0.11904761904761904,0.71
C0071,Lavinia Bickford,D,House,CA,False,79,0.4050632911392405,-0.8418
C0072,Pete Meriwether,R,House,CA,True,208,0.15865384615384615,0.6073
C0073,Ulysses Abernathy,D,House,CA,True,104,0.17307692307692307,-0.5523
C0074,Vera Thackeray,R,House,CA,False,92,0.2717391304347826,0.5208
C0075,Gustavo Bramble,D,House,CA,False,109,0.12844036697247707,-0.5457
C0076,Flora Bramble,R,House,CA,True,66,0.15151515151515152,0.0629
C0077,Deshawn Kowalczyk,D,House,CA,True,97,0.10309278350515463,-0.3175
C0078,Silas Barrows,R,House,CA,False,107,0.07476635514018691,0.5907
C0079,Junia Jankowski,D,House,CA,False,76,0.5131578947368421,-0.4736
C0080,Quentin Eastwood,R,House,CA,False,54,0.3888888888888889,0.44
C0081,Grant Delacroix,D,House,CA,False,86,0.13953488372093023,-0.8036
C0082,Cassidy Rutledge,R,House,CA,True,34,0.4117647058823529,0.607
C0083,Quincy Goodwin,D,House,CA,True,62,0.43548387096774194,-0.3113
C0084,Jocelyn Crowder,R,House,CA,False,100,0.3,0.2584
C0085,Tallulah Underhill,D,House,CA,False,41,0.12195121951219512,-1.0
C0086,Boyd Alcott,R,House,CA,True,75,0.21333333333333335,0.1529
C0087,Colton Alcott,D,House,CA,False,86,0.23255813953488372,-0.4518
C0088,Hattie Underhill,R,House,CA,False,43,0.0,0.4776
C0089,Lorenzo Quintanilla,D,House,CA,False,79,0.05063291139240506,-0.4723
C0090,Marcus Nakamura,R,House,CA,False,157,0.10191082802547771,1.0
C0091,Noemi Yarborough,D,House,CA,True,98,0.19387755102040816,-0.8162
C0092,Marisol Stanfield,R,House,CA,False,242,0.2892561983471074,0.4508
C0093,Lorenzo Nakamura,D,House,CA,False,112,0.375,-0.6272
C0094,Tallulah Palafox,R,House,CA,True,55,0.12727272727272726,0.4253
C0095,Tamika Vandermeer,D,House,CA,True,61,0.39344262295081966,-0.1485
C0096,Paloma Wexford,R,House,CA,False,209,0.33014354066985646,0.7256
C0097,Renata Marchetti,D,House,CA,True,123,0.14634146341463414,-0.5289
C0098,Noemi Vasquez-Reed,R,House,CA,False,67,0.43283582089552236,0.3869
C0099,Russell Xiong,D,House,CA,True,51,0.23529411764705882,-0.424
C0100,Celeste Crowder,R,House,CA,False,120,0.19166666666666668,0.7518
C0101,Maeve Tunstall,D,House,CA,True,18,0.0,-0.7558
C0102,Anders Okafor,D,House,CA,True,124,0.5161290322580645,-0.69
C0103,Nadia Quintanilla,R,House,CA,False,99,0.4444444444444444,0.759
C0104,Grant Vandermeer,D,House,CA,False,96,0.34375,-0.5432
C0105,Farrah Stanfield,D,House,CA,False,88,0.19318181818181818,-0.7517
C0106,Kendall Zablocki,R,House,CA,True,101,0.37623762376237624,0.8812
C0107,Omar Pemberton,D,House,CA,True,66,0.2878787878787879,-0.0891
C0108,Colton Lockhart,D,House,CA,False,77,0.12987012987012986,-0.3594
C0109,Harlan Rutledge,R,House,CA,True,115,0.4434782608695652,0.8421
C0110,Maeve Sandoval,D,House,CA,False,70,0.2857142857142857,-0.6004
C0111,Tobias Rutledge,D,House,CA,False,68,0.3088235294117647,-0.5855
C0112,Ingrid Lockhart,R,House,CA,True,150,0.16,0.9523
C0113,Kip Holloway,D,House,CA,False,44,0.1590909090909091,-0.3225
C0114,Dexter Fairbanks,R,House,CA,False,93,0.3870967741935484,0.6523
C0115,Zelda Marchetti,D,House,CA,True,131,0.3511450381679389,-0.7529
C0116,Walker Palafox,R,House,CA,False,84,0.09523809523809523,0.6038
C0117,York Delacroix,D,House,CA,True,219,0.5342465753424658,-0.927
C0118,Kendall Barrows,R,House,CA,False,108,0.5092592592592593,0.5811
C0119,Kip Thackeray,D,House,CA,False,61,0.4098360655737705,-0.1173
C0120,Russell Yarborough,R,House,CA,True,175,0.28,0.5538
C0121,Walker Quimby,D,House,CA,True,38,0.3684210526315789,-0.4399
C0122,Sterling Okafor,R,House,CA,False,78,0.3717948717948718,0.5632
C0123,Opal Granger,D,House,CA,False,101,0.039603960396039604,-0.6317
C0124,Cormac Lindqvist,R,House,CA,False,78,0.2564102564102564,0.4197
C0125,Marcus Whitlock,D,House,CA,False,53,0.09433962264150944,-0.8475
C0126,Quentin Stanfield,R,House,CA,False,234,0.2606837606837607,0.7348
C0127,Nolan Umbridge,D,House,CA,False,80,0.1875,-0.6122
C0128,Vera Bramble,R,House,CA,True,77,0.06493506493506493,0.6375
C0129,Cormac Quintanilla,R,House,CA,False,46,0.41304347826086957,0.9335
C0130,Petra Bramble,R,House,CA,True,115,0.5826086956521739,0.9517
C0131,Opal Okafor,D,House,CA,True,83,0.13253012048192772,-0.6365
C0132,Flora Xiong,R,House,CA,False,71,0.2676056338028169,0.7355
C0133,Tallulah Granger,D,House,CA,False,100,0.18,-0.8526
C0134,Cassidy Renwick,R,House,CA,True,91,0.3076923076923077,0.6605
C0135,Ivan Kowalczyk,D,House,CA,False,52,0.19230769230769232,-0.8089
C0136,Lucille Rutledge,R,House,CA,True,101,0.3465346534653465,0.908
C0137,Opal Barrows,R,House,CO,False,67,0.16417910447761194,0.038
C0138,Noemi Lockhart,I,House,CO,False,40,0.15,-0.9147
C0139,Ivan Delacroix,D,House,CO,False,98,0.2857142857142857,-0.8555
C0140,Colton Crowder,R,House,CO,True,166,0.25301204819277107,0.6328
C0141,Nadia Solberg,D,House,CO,False,124,0.29838709677419356,-0.6785
C0142,Paloma Lockhart,R,House,CO,True,105,0.6,0.7947
C0143,Grant Umbridge,D,House,CO,False,102,0.30392156862745096,-0.3448
C0144,Celeste Yancey,R,House,CO,True,51,0.49019607843137253,0.4417
C0145,Ignatius Oglesby,D,House,CO,False,128,0.03125,-0.4637
C0146,Quentin Zielinski,R,House,CO,False,76,0.13157894736842105,0.564
C0147,Russell Stanfield,D,House,CO,False,51,0.37254901960784315,-0.1353
C0148,Ingrid Meriwether,R,House,CO,False,84,0.16666666666666666,0.1978
C0149,Jordan Bickford,I,House,CO,False,71,0.07042253521126761,-0.4062
C0150,Yolanda Thackeray,D,House,CO,True,59,0.11864406779661017,-0.3685
C0151,Lorenzo Renwick,R,House,CO,False,109,0.05504587155963303,0.4359
C0152,Flora Pemberton,D,House,CO,False,138,0.37681159420289856,-0.4247
C0153,Lorenzo Umbridge,R,House,CO,True,144,0.125,0.7083
C0154,Marisol Barrows,D,House,CT,True,131,0.48091603053435117,-0.5375
C0155,Cormac Ivester,R,House,CT,False,75,0.21333333333333335,0.6044
C0156,Lavinia Lockhart,D,House,CT,True,137,0.24087591240875914,-0.7553
C0157,Bettina Yarborough,R,House,CT,False,162,0.16049382716049382,0.5015
C0158,Gideon Granger,D,House,CT,False,86,0.16279069767441862,-0.9445
C0159,Ximena Jessup,R,House,CT,True,139,0.19424460431654678,0.652
C0160,Gideon Jessup,D,House,CT,True,79,0.46835443037974683,-0.724
C0161,Uriel Quimby,R,House,CT,False,87,0.13793103448275862,0.5138
C0162,Mordecai Fairbanks,D,House,CT,False,124,0.3629032258064516,-0.8528
C0163,Nadia Tremblay,R,House,CT,True,101,0.5841584158415841,0.8115
C0164,Colton Rutledge,D,House,DE,False,91,0.15384615384615385,-0.842
C0165,Priya Jessup,R,House,DE,True,60,0.16666666666666666,0.0155
C0166,Ramona Calloway,D,House,FL,False,83,0.14457831325301204,-0.633
C0167,Avery Goodwin,R,House,FL,False,21,0.23809523809523808,0.7081
C0168,Omar Fairbanks,D,House,FL,True,162,0.25925925925925924,-0.8729
C0169,Nadia Falkner,R,House,FL,False,96,0.2708333333333333,0.6861
C0170,Junia Delacroix,D,House,FL,True,68,0.14705882352941177,-0.9654
C0171,Yolanda Vandermeer,R,House,FL,False,91,0.1978021978021978,0.6244
C0172,Henrietta Granger,D,House,FL,True,203,0.1625615763546798,-0.5419
C0173,Lucille Ellingson,R,House,FL,False,173,0.11560693641618497,0.5495
C0174,Nadia Dunmore,D,House,FL,False,69,0.4057971014492754,-0.8467
C0175,Bettina Winterbourne,R,House,FL,True,192,0.203125,0.3367
C0176,Kip Palafox,D,House,FL,True,109,0.1834862385321101,-0.7438
C0177,Flora Ellingson,R,House,FL,False,71,0.04225352112676056,0.3727
C0178,Kendall Alcott,R,House,FL,False,272,0.4264705882352941,0.5342
C0179,York Barrows,D,House,FL,False,70,0.02857142857142857,-0.6523
C0180,Renata Abernathy,R,House,FL,True,79,0.4936708860759494,0.789
C0181,Osric Renwick,D,House,FL,True,70,0.1,-0.5513
C0182,Ulysses Kowalczyk,R,House,FL,False,140,0.16428571428571428,0.5011
C0183,Priya Ivester,D,House,FL,True,33,0.15151515151515152,-0.8626
C0184,Kendall Dunmore,D,House,FL,False,202,0.32673267326732675,-0.5665
C0185,Renata Granger,R,House,FL,True,182,0.21428571428571427,0.7212
C0186,Hattie Ibarra,D,House,FL,False,125,0.312,-0.9788
C0187,Ezra Ibarra,R,House,FL,True,205,0.2048780487804878,0.8124
C0188,Russell Calloway,D,House,FL,True,146,0.3424657534246575,-0.7781
C0189,Ignatius Underhill,R,House,FL,False,113,0.504424778761062,0.2364
C0190,Colton Palafox,D,House,FL,True,74,0.1891891891891892,-0.2152
C0191,Kendall Hargrove,R,House,FL,False,115,0.2956521739130435,1.0
C0192,Lucille Solberg,D,House,FL,True,110,0.33636363636363636,-0.6133
C0193,Harlan Zablocki,R,House,FL,False,146,0.0547945205479452,0.538
C0194,Emmett Ibarra,D,House,FL,True,103,0.2912621359223301,-0.499
C0195,Noemi Nakamura,R,House,FL,False,78,0.10256410256410256,0.8694
C0196,Zelda Jessup,D,House,FL,True,174,0.6609195402298851,-1.0
C0197,Gideon Whitlock,R,House,FL,False,542,0.5461254612546126,0.5096
C0198,Thea Renwick,D,House,FL,True,127,0.3858267716535433,-0.4872
C0199,Russell Crowder,R,House,FL,False,46,0.41304347826086957,0.3359
C0200,Harlan Sandoval,D,House,FL,True,171,0.14619883040935672,-0.7877
C0201,Noemi Yancey,R,House,FL,False,80,0.475,0.3298
C0202,Wendell Kowalczyk,D,House,FL,True,118,0.05084745762711865,-0.3881
C0203,Russell Quintanilla,R,House,FL,False,115,0.23478260869565218,0.9914
C0204,Lucille Xiong,D,House,FL,True,64,0.15625,-0.5706
C0205,Gideon Barrows,R,House,FL,False,35,0.2,0.8204
C0206,Harlan Meriwether,I,House,FL,False,43,0.37209302325581395,0.3266
C0207,York Oglesby,D,House,FL,True,136,0.2647058823529412,-0.6583
C0208,Noemi Underhill,R,House,FL,False,150,0.2866666666666667,0.5728
C0209,Gustavo Abernathy,D,House,FL,False,41,0.4146341463414634,-0.6749
C0210,Nolan Granger,R,House,FL,True,147,0.42857142857142855,0.7397
C0211,Jocelyn Marchetti,D,House,FL,False,137,0.25547445255474455,-0.3313
C0212,Priya Yarborough,R,House,FL,True,84,0.047619047619047616,0.7929
C0213,Vera Underhill,D,House,FL,False,76,0.17105263157894737,-0.651
C0214,Marisol Nakamura,R,House,FL,True,210,0.18571428571428572,0.7808
C0215,Flora Sandoval,D,House,FL,True,90,0.3333333333333333,-0.7538
C0216,Ignatius Bramble,R,House,FL,False,113,0.4336283185840708,0.6794
C0217,Lucille Tremblay,D,House,FL,False,102,0.1568627450980392,-0.6374
C0218,Elena Prescott,R,House,FL,True,150,0.05333333333333334,0.3526
C0219,Omar Nakamura,D,House,FL,True,46,0.13043478260869565,-0.8249
C0220,Lavinia Winterbourne,R,House,FL,False,108,0.35185185185185186,0.7024
C0221,Flora Villanueva,D,House,GA,True,40,0.275,-0.4935
C0222,Uriel Thackeray,R,House,GA,False,159,0.39622641509433965,0.2302
C0223,Sterling Zablocki,D,House,GA,True,83,0.5060240963855421,-0.5559
C0224,Rosalind Palafox,R,House,GA,False,191,0.18324607329842932,0.7711
C0225,Nadia Ravenscroft,D,House,GA,True,38,0.5,-0.8646
C0226,Priya Vasquez-Reed,R,House,GA,False,86,0.45348837209302323,0.785
C0227,Colton Whitlock,D,House,GA,False,99,0.5151515151515151,-0.7269
C0228,Uriel Hargrove,R,House,GA,False,262,0.3969465648854962,0.3657
C0229,Marcus Kettering,D,House,GA,True,85,0.38823529411764707,-0.4721
C0230,Tobias Okafor,R,House,GA,False,106,0.3490566037735849,0.5141
C0231,Paloma Abernathy,D,House,GA,True,72,0.027777777777777776,-0.5635
C0232,Celeste Granger,R,House,GA,False,71,0.19718309859154928,0.5581
C0233,Nolan Ellingson,D,House,GA,False,146,0.4931506849315068,-0.8096
C0234,Petra Zablocki,R,House,GA,False,197,0.14213197969543148,0.3014
C0235,Vera Northcutt,D,House,GA,False,72,0.2638888888888889,-1.0
C0236,Ivan Tunstall,R,House,GA,False,74,0.4594594594594595,0.5819
C0237,Marisol Hargrove,D,House,GA,False,126,0.12698412698412698,-0.6769
C0238,Ezra Kowalczyk,R,House,GA,False,193,0.42487046632124353,0.5889
C0239,Uriel Northcutt,D,House,GA,True,74,0.08108108108108109,-0.5963
C0240,Gustavo Wexford,R,House,GA,False,135,0.2814814814814815,0.8375
C0241,Marisol Lindqvist,R,House,GA,True,80,0.675,1.0
C0242,Quincy Kowalczyk,D,House,GA,True,249,0.18072289156626506,-0.3508
C0243,Yolanda Goodwin,R,House,GA,False,125,0.136,0.5743
C0244,Tallulah Northcutt,D,House,GA,False,142,0.19718309859154928,-0.9762
C0245,Emmett Lockhart,R,House,GA,True,211,0.24644549763033174,0.4941
C0246,Cormac Meriwether,D,House,GA,True,76,0.14473684210526316,-0.7812
C0247,Maeve Dunmore,R,House,GA,False,460,0.3456521739130435,0.8649
C0248,Wendell Yancey,D,House,HI,False,117,0.2564102564102564,-0.8294
C0249,York Eastwood,R,House,HI,True,41,0.14634146341463414,0.817
C0250,Quincy Nakamura,D,House,HI,True,48,0.5833333333333334,-0.5712
C0251,Yolanda Oglesby,R,House,HI,False,110,0.1,0.7077
C0252,Wendell Alcott,D,House,ID,False,105,0.13333333333333333,-0.8731
C0253,Osric Meriwether,R,House,ID,True,56,0.25,0.9608
C0254,Priya Whitlock,D,House,ID,False,160,0.075,-0.4224
C0255,Nolan Prescott,R,House,ID,False,76,0.4342105263157895,0.439
C0256,Colton Ostrander,D,House,IL,True,38,0.15789473684210525,-0.6995
C0257,Uriel Fairbanks,R,House,IL,False,72,0.75,0.4827
C0258,Flora Oglesby,R,House,IL,False,32,0.46875,0.7599
C0259,Emmett Zablocki,D,House,IL,False,94,0.13829787234042554,-0.5342
C0260,Hattie Whitlock,R,House,IL,True,83,0.6024096385542169,0.5977
C0261,Opal Underhill,D,House,IL,True,77,0.37662337662337664,-0.7227
C0262,Vera Solberg,R,House,IL,False,174,0.3505747126436782,0.4327
C0263,Opal Nakamura,D,House,IL,False,130,0.49230769230769234,-0.5445
C0264,Uriel Oglesby,R,House,IL,True,99,0.40404040404040403,1.0
C0265,Hattie Jessup,D,House,IL,False,215,0.6465116279069767,-0.8596
C0266,York Goodwin,R,House,IL,True,100,0.19,1.0
C0267,Marisol Quintanilla,D,House,IL,False,46,0.21739130434782608,-0.8868
C0268,Paloma Eastwood,R,House,IL,True,85,0.4117647058823529,0.9489
C0269,Jordan Falkner,I,House,IL,False,153,0.21568627450980393,0.0274
C0270,Cassidy Nakamura,D,House,IL,True,54,0.46296296296296297,-0.7146
C0271,Tallulah Pemberton,R,House,IL,False,256,0.34375,0.672
C0272,Junia Vasquez-Reed,D,House,IL,True,113,0.19469026548672566,-0.6404
C0273,Ramona Yarborough,R,House,IL,False,66,0.3787878787878788,0.3499
C0274,Deshawn Granger,D,House,IL,False,96,0.15625,-1.0
C0275,Kip Ashford,R,House,IL,True,97,0.5154639175257731,0.3676
C0276,Emmett Oglesby,D,House,IL,False,25,0.04,-0.4264
C0277,Bettina Okafor,R,House,IL,True,128,0.109375,0.4851
C0278,York Marchetti,R,House,IL,True,36,0.25,0.5657
C0279,Kip Granger,D,House,IL,True,184,0.125,-0.6582
C0280,Celeste Bickford,R,House,IL,False,63,0.06349206349206349,0.7174
C0281,Deshawn Crowder,D,House,IL,True,100,0.31,-0.7481
C0282,Emmett Pemberton,R,House,IL,False,29,0.3103448275862069,0.343
C0283,Cassidy Granger,D,House,IL,False,44,0.3181818181818182,-0.7535
C0284,Farrah Solberg,R,House,IL,False,244,0.36885245901639346,0.9528
C0285,Vivienne Villanueva,D,House,IL,True,56,0.05357142857142857,-0.7323
C0286,Kendall Whitlock,R,House,IL,False,118,0.16101694915254236,0.6408
C0287,Lavinia Bramble,D,House,IL,True,94,0.3404255319148936,-0.3992
C0288,Harlan Kowalczyk,R,House,IL,False,69,0.07246376811594203,0.6483
C0289,Grant Thackeray,R,House,IN,True,83,0.37349397590361444,0.3781
C0290,Lorenzo Ellingson,D,House,IN,False,92,0.14130434782608695,-0.557
C0291,Jocelyn Meriwether,D,House,IN,False,161,0.13043478260869565,-0.5759
C0292,Jordan Goodwin,D,House,IN,False,97,0.23711340206185566,-0.5326
C0293,Wendell Vandermeer,R,House,IN,True,72,0.1111111111111111,0.6445
C0294,Harlan Solberg,D,House,IN,True,124,0.46774193548387094,-0.4683
C0295,Vivienne Ellingson,R,House,IN,False,123,0.21138211382113822,0.3992
C0296,Cassidy Meriwether,D,House,IN,False,68,0.20588235294117646,-0.5259
C0297,Grant Tunstall,R,House,IN,False,50,0.14,0.6582
C0298,Marisol Jessup,D,House,IN,False,115,0.034782608695652174,-0.5189
C0299,Tobias Quimby,R,House,IN,False,49,0.12244897959183673,0.5355
C0300,Harlan Jessup,D,House,IN,False,172,0.4069767441860465,-0.6764
C0301,Farrah Crowder,R,House,IN,True,214,0.1822429906542056,0.3961
C0302,Anders Stanfield,D,House,IN,False,168,0.13095238095238096,-0.7174
C0303,Uriel Stanfield,R,House,IN,True,86,0.10465116279069768,0.9492
C0304,Osric Whitlock,D,House,IA,False,45,0.17777777777777778,-0.6787
C0305,Ramona Ashford,R,House,IA,True,147,0.3945578231292517,0.9872
C0306,Elena Ibarra,D,House,IA,True,55,0.09090909090909091,-0.4994
C0307,Tamika Sandoval,R,House,IA,False,123,0.6422764227642277,0.4418
C0308,Wendell Pemberton,D,House,IA,True,46,0.10869565217391304,-0.571
C0309,Celeste Zablocki,R,House,IA,False,42,0.30952380952380953,0.8048
C0310,Renata Falkner,D,House,IA,True,134,0.3805970149253731,-0.6354
C0311,Lucille Nakamura,R,House,IA,False,174,0.1896551724137931,0.7521
C0312,Henrietta Ravenscroft,I,House,IA,False,42,0.6666666666666666,-0.7529
C0313,Silas Holloway,D,House,KS,False,50,0.3,-0.3707
C0314,Lucille Ashford,R,House,KS,True,62,0.24193548387096775,0.9703
C0315,Marisol Marchetti,I,House,KS,False,63,0.1746031746031746,-0.6423
C0316,Yolanda Bickford,R,House,KS,True,111,0.2882882882882883,0.7592
C0317,Boyd Vandermeer,I,House,KS,False,185,0.12432432432432433,-0.0382
C0318,Noemi Hargrove,R,House,KS,True,135,0.1925925925925926,0.4941
C0319,Nadia Thackeray,D,House,KS,True,72,0.06944444444444445,-0.542
C0320,Ingrid Northcutt,R,House,KS,False,112,0.38392857142857145,0.2767
C0321,Nolan Crowder,D,House,KY,False,159,0.1949685534591195,-0.759
C0322,Zelda Oglesby,R,House,KY,False,112,0.5357142857142857,0.6358
C0323,Tobias Zielinski,D,House,KY,True,161,0.3167701863354037,-0.7395
C0324,Rosalind Oglesby,R,House,KY,False,22,0.3181818181818182,0.6399
C0325,Russell Falkner,D,House,KY,True,88,0.26136363636363635,-0.618
C0326,Emmett Vasquez-Reed,R,House,KY,False,74,0.08108108108108109,0.5035
C0327,Vivienne Eastwood,R,House,KY,True,73,0.4246575342465753,0.4402
C0328,Elena Pemberton,D,House,KY,False,114,0.24561403508771928,-0.5126
C0329,Nadia Quimby,R,House,KY,False,61,0.6229508196721312,0.5508
C0330,Henrietta Pemberton,D,House,KY,False,245,0.43673469387755104,-1.0
C0331,Tamika Jankowski,R,House,KY,True,149,0.31543624161073824,0.6803
C0332,Uriel Xiong,R,House,LA,False,55,0.43636363636363634,0.5697
C0333,Jordan Prescott,D,House,LA,True,128,0.203125,-0.7233
C0334,Kip Zielinski,R,House,LA,False,53,0.09433962264150944,0.4303
C0335,Rosalind Whitlock,D,House,LA,True,79,0.25316455696202533,-0.3124
C0336,Quincy Marchetti,R,House,LA,False,79,0.31645569620253167,0.4314
C0337,Opal Prescott,D,House,LA,True,91,0.32967032967032966,-0.5968
C0338,Kip Rutledge,R,House,LA,False,75,0.26666666666666666,1.0
C0339,Cassidy Dunmore,D,House,LA,True,87,0.40229885057471265,-0.2302
C0340,Silas Granger,R,House,LA,False,34,0.029411764705882353,0.5058
C0341,Vera Vasquez-Reed,D,House,LA,False,69,0.2028985507246377,-0.8281
C0342,Yolanda Wexford,R,House,LA,True,232,0.24568965517241378,0.9772
C0343,Bettina Oglesby,D,House,ME,False,112,0.15178571428571427,-0.8945
C0344,Elena Villanueva,R,House,ME,True,80,0.4375,0.7365
C0345,Harlan Holloway,D,House,MD,False,55,0.34545454545454546,-0.4095
C0346,Ivan Oglesby,R,House,MD,True,84,0.23809523809523808,0.5773
C0347,Nolan Alcott,D,House,MD,False,107,0.27102803738317754,0.0321
C0348,York Calloway,R,House,MD,True,103,0.1650485436893204,0.4811
C0349,Elena Yancey,D,House,MD,True,104,0.34615384615384615,-0.6753
C0350,Dexter Barrows,R,House,MD,False,51,0.19607843137254902,0.6281
C0351,Sterling Jankowski,D,House,MD,False,71,0.7323943661971831,-0.3547
C0352,Ivan Lindqvist,R,House,MD,False,246,0.24390243902439024,0.3957
C0353,Rosalind Tremblay,R,House,MD,True,89,0.15730337078651685,0.2602
C0354,Walker Renwick,D,House,MD,True,86,0.11627906976744186,-0.7806
C0355,Petra Delacroix,D,House,MD,False,100,0.42,-0.5719
C0356,Noemi Renwick,R,House,MD,True,85,0.43529411764705883,0.4999
C0357,Grant Zablocki,D,House,MD,False,109,0.2018348623853211,-0.3675
C0358,Deshawn Barrows,R,House,MD,False,161,0.2919254658385093,0.4915
C0359,Dexter Ostrander,D,House,MA,True,127,0.14173228346456693,-0.2321
C0360,Uriel Okafor,R,House,MA,False,57,0.24561403508771928,1.0
C0361,Petra Palafox,D,House,MA,True,27,0.0,-0.3582
C0362,Junia Granger,R,House,MA,False,175,0.21714285714285714,0.6934
