candidate_id,rt_share_A,log10_vol_A,topic_entropy_A
C0639,0.375,1.6812412373755872,1.9065277687342896
C0641,0.0425531914893617,1.6720978579357175,2.098124952871482
C0654,0.20833333333333334,1.380211241711606,1.9770663339464571
C0657,0.2638888888888889,1.8573324964312685,2.0459251813026853
C0661,0.16176470588235295,1.8325089127062364,2.122784239395047
C0662,0.11267605633802817,1.8512583487190752,2.3126485988661294
C0684,0.1650485436893204,2.012837224705172,2.2790804201917627
C0692,0.05,1.3010299956639813,1.705810290944979
C0695,0.5161290322580645,1.792391689498254,1.6181844636878722
C0710,0.24210526315789474,1.9777236052888478,2.0890880291793006
C0711,0.13559322033898305,1.7708520116421442,2.31478276374357
C0727,0.175,1.9030899869919435,2.2979466105733133
C0736,0.40540540540540543,1.568201724066995,1.841001021230276
C0739,0.11538461538461539,1.414973347970818,2.411005700540667
C0742,0.675,1.6020599913279623,1.1261109311208113
C0747,0.4444444444444444,1.4313637641589874,1.3369576860233547
C0758,0.2571428571428571,1.5440680443502757,1.8065622321692523
C0765,0.46511627906976744,1.6334684555795864,1.652693302788141
C0776,0.34615384615384615,1.414973347970818,1.777190918616757
C0781,0.40540540540540543,1.568201724066995,1.852488119554208
C0788,0.225,1.6020599913279623,1.9461614475364677
C0798,0.0,1.0791812460476249,1.907283999321379
C0803,0.0425531914893617,1.6720978579357175,1.9345900710751356
C0811,0.39759036144578314,1.919078092376074,1.774352427463814
C0814,0.21212121212121213,1.5185139398778875,2.032300498450554
C0817,0.0989010989010989,2.2600713879850747,2.021071315759625
C0832,0.018518518518518517,1.7323937598229686,2.190503242378393
C0834,0.2413793103448276,1.462397997898956,1.7967356797352394
C0836,0.40707964601769914,2.0530784434834195,1.933445277959553
C0853,0.13157894736842105,1.5797835966168101,2.367564449040825
C0867,0.36363636363636365,1.3424226808222062,1.9092335993725373
C0870,0.37142857142857144,1.5440680443502757,1.7725366119785648
C0872,0.33636363636363636,2.041392685158225,2.1131976551917657
C0875,0.041666666666666664,1.380211241711606,2.02932302955708
C0876,0.4,1.9777236052888478,1.9228746864254829
C0881,0.14,1.6989700043360187,2.236214460371596
C0882,0.3448275862068966,1.462397997898956,1.8953426049921764
C0885,0.05194805194805195,1.8864907251724818,2.308507096410368
C0893,0.28125,1.505149978319906,2.208559698448678
C0908,0.11940298507462686,1.8260748027008264,2.3149746132102575
