candidate_id,candidate_name,handle,party,chamber,state,district,incumbent,n_tweets,share_retweets,mean_distance_to_field
C0162,Mordecai Fairbanks,@MFairbanksOfficial,D,House,CT,CT-05,False,124,0.3629032258064516,0.02178128340208472
C0163,Nadia Tremblay,@NadiaTremblay2022,R,House,CT,CT-05,True,101,0.5841584158415841,0.03709007671280253
C0164,Colton Rutledge,@Rutledge4Congress,D,House,DE,DE-AL,False,91,0.1538461538461538,0.039965907615771665
C0165,Priya Jessup,@PJessup2022,R,House,DE,DE-AL,True,60,0.1666666666666666,0.03177427881076646
C0166,Ramona Calloway,@RCallowayOfficial,D,House,FL,FL-01,False,83,0.144578313253012,0.03258246173855601
C0167,Avery Goodwin,@AveryGoodwin2022,R,House,FL,FL-01,False,21,0.238095238095238,0.04653949525755771
C0168,Omar Fairbanks,@FairbanksHQ,D,House,FL,FL-02,True,162,0.2592592592592592,0.024287551971325243
C0169,Nadia Falkner,@NFalkner,R,House,FL,FL-02,False,96,0.2708333333333333,0.02212869445675193
C0170,Junia Delacroix,@JDelacroix,D,House,FL,FL-03,True,68,0.1470588235294117,0.03363647703570087
C0171,Yolanda Vandermeer,@YolandaVandermeer2022,R,House,FL,FL-03,False,91,0.1978021978021978,0.02493459583997396
C0172,Henrietta Granger,@HGrangerOfficial,D,House,FL,FL-04,True,203,0.1625615763546798,0.022981974617193684
C0173,Lucille Ellingson,@LucilleEllingson2022,R,House,FL,FL-04,False,173,0.1156069364161849,0.02657047796779266
C0174,Nadia Dunmore,@NDunmoreOfficial,D,House,FL,FL-05,False,69,0.4057971014492754,0.030972131490353026
C0175,Bettina Winterbourne,@WinterbourneForCongress,R,House,FL,FL-05,True,192,0.203125,0.024645372791455265
C0176,Kip Palafox,@KPalafoxOfficial,D,House,FL,FL-06,True,109,0.1834862385321101,0.023692948542809046
C0177,Flora Ellingson,@EllingsonHQ,R,House,FL,FL-06,False,71,0.0422535211267605,0.04036387863673812
C0178,Kendall Alcott,@KendallAlcott2022,R,House,FL,FL-07,False,272,0.4264705882352941,0.023737268582781502
C0179,York Barrows,@YorkBarrows2022,D,House,FL,FL-08,False,70,0.0285714285714285,0.04041763486433714
C0180,Renata Abernathy,@AbernathyHQ,R,House,FL,FL-08,True,79,0.4936708860759494,0.02957154323075824
C0181,Osric Renwick,@OsricRenwick2022,D,House,FL,FL-09,True,70,0.1,0.02953419285728796
C0182,Ulysses Kowalczyk,@UlyssesKowalczyk2022,R,House,FL,FL-09,False,140,0.1642857142857142,0.022749364793865082
C0183,Priya Ivester,@PriyaIvester2022,D,House,FL,FL-10,True,33,0.1515151515151515,0.032025426145136975
C0184,Kendall Dunmore,@KDunmore2022,D,House,FL,FL-11,False,202,0.3267326732673267,0.02298749609299462
C0185,Renata Granger,@Granger4Congress,R,House,FL,FL-11,True,182,0.2142857142857142,0.020876193768989037
C0186,Hattie Ibarra,@HIbarra2022,D,House,FL,FL-12,False,125,0.312,0.023625907323760114
C0187,Ezra Ibarra,@EzraIbarra2022,R,House,FL,FL-12,True,205,0.2048780487804878,0.02715154975773209
C0188,Russell Calloway,@RCalloway2022,D,House,FL,FL-13,True,146,0.3424657534246575,0.024125555602807932
C0189,Ignatius Underhill,@IgnatiusUnderhill2022,R,House,FL,FL-13,False,113,0.504424778761062,0.03547936760180598
C0190,Colton Palafox,@ColtonPalafox2022,D,House,FL,FL-14,True,74,0.1891891891891892,0.030095561286385242
C0191,Kendall Hargrove,@KHargrove,R,House,FL,FL-14,False,115,0.2956521739130435,0.02133208698810029
C0192,Lucille Solberg,@LucilleSolberg2022,D,House,FL,FL-15,True,110,0.3363636363636363,0.026421897676507912
C0193,Harlan Zablocki,@HZablocki,R,House,FL,FL-15,False,146,0.0547945205479452,0.03230443143907731
C0194,Emmett Ibarra,@EIbarraOfficial,D,House,FL,FL-16,True,103,0.2912621359223301,0.028343757742891728
C0195,Noemi Nakamura,@Nakamura4Congress,R,House,FL,FL-16,False,78,0.1025641025641025,0.028131986282338442
C0196,Zelda Jessup,@JessupForCongress,D,House,FL,FL-17,True,174,0.6609195402298851,0.04518091046145885
C0197,Gideon Whitlock,@WhitlockHQ,R,House,FL,FL-17,False,542,0.5461254612546126,0.028498069659199043
C0198,Thea Renwick,@TheaRenwick2022,D,House,FL,FL-18,True,127,0.3858267716535433,0.02567676611933655
C0199,Russell Crowder,@RCrowder,R,House,FL,FL-18,False,46,0.4130434782608695,0.02862774049988507
C0200,Harlan Sandoval,@Sandoval4Congress,D,House,FL,FL-19,True,171,0.1461988304093567,0.021786999982751323
C0201,Noemi Yancey,@YanceyForCongress,R,House,FL,FL-19,False,80,0.475,0.02829714742114012
C0202,Wendell Kowalczyk,@KowalczykForCongress,D,House,FL,FL-20,True,118,0.0508474576271186,0.02943881042497046
C0203,Russell Quintanilla,@RussellQuintanilla2022,R,House,FL,FL-20,False,115,0.2347826086956521,0.02690652186149989
C0204,Lucille Xiong,@LXiongOfficial,D,House,FL,FL-21,True,64,0.15625,0.03729211359882147
C0205,Gideon Barrows,@BarrowsForCongress,R,House,FL,FL-21,False,35,0.2,0.03823790981129181
C0206,Harlan Meriwether,@HarlanMeriwether2022,I,House,FL,FL-21,False,43,0.3720930232558139,0.033963860179616966
C0207,York Oglesby,@Oglesby4Congress,D,House,FL,FL-22,True,136,0.2647058823529412,0.026396845051172096
C0208,Noemi Underhill,@UnderhillHQ,R,House,FL,FL-22,False,150,0.2866666666666667,0.026819186959301838
C0209,Gustavo Abernathy,@GAbernathy,D,House,FL,FL-23,False,41,0.4146341463414634,0.028168481774430446
C0210,Nolan Granger,@NolanGranger2022,R,House,FL,FL-23,True,147,0.4285714285714285,0.02352320125494222
C0211,Jocelyn Marchetti,@MarchettiForCongress,D,House,FL,FL-24,False,137,0.2554744525547445,0.022043541779408652
C0212,Priya Yarborough,@PriyaYarborough2022,R,House,FL,FL-24,True,84,0.0476190476190476,0.04440710216222438
C0213,Vera Underhill,@VUnderhill,D,House,FL,FL-25,False,76,0.1710526315789473,0.029898278771746084
C0214,Marisol Nakamura,@MarisolNakamura2022,R,House,FL,FL-25,True,210,0.1857142857142857,0.02054897146860664
C0215,Flora Sandoval,@FSandoval,D,House,FL,FL-26,True,90,0.3333333333333333,0.025769614525199474
C0216,Ignatius Bramble,@BrambleHQ,R,House,FL,FL-26,False,113,0.4336283185840708,0.028884412606911013
C0217,Lucille Tremblay,@LucilleTremblay2022,D,House,FL,FL-27,False,102,0.1568627450980392,0.024360906339739356
C0218,Elena Prescott,@Prescott4Congress,R,House,FL,FL-27,True,150,0.0533333333333333,0.03160339500812724
C0219,Omar Nakamura,@OmarNakamura2022,D,House,FL,FL-28,True,46,0.1304347826086956,0.044450630853935844
C0220,Lavinia Winterbourne,@LaviniaWinterbourne2022,R,House,FL,FL-28,False,108,0.3518518518518518,0.026186544871029064
C0221,Flora Villanueva,@FloraVillanueva2022,D,House,GA,GA-01,True,40,0.275,0.032024136235822016
C0222,Uriel Thackeray,@UrielThackeray2022,R,House,GA,GA-01,False,159,0.3962264150943396,0.02001529193608083
C0223,Sterling Zablocki,@SZablocki,D,House,GA,GA-02,True,83,0.5060240963855421,0.032116203490862076
C0224,Rosalind Palafox,@RPalafox,R,House,GA,GA-02,False,191,0.1832460732984293,0.031450483739945245
C0225,Nadia Ravenscroft,@RavenscroftForCongress,D,House,GA,GA-03,True,38,0.5,0.04732140271451051
C0226,Priya Vasquez-Reed,@PriyaVasquezReed2022,R,House,GA,GA-03,False,86,0.4534883720930232,0.025704826144339145
C0227,Colton Whitlock,@WhitlockForCongress,D,House,GA,GA-04,False,99,0.5151515151515151,0.031684069265086975
C0228,Uriel Hargrove,@UrielHargrove2022,R,House,GA,GA-04,False,262,0.3969465648854962,0.021688836751268516
C0229,Marcus Kettering,@Kettering4Congress,D,House,GA,GA-05,True,85,0.388235294117647,0.023551270881958897
C0230,Tobias Okafor,@Okafor4Congress,R,House,GA,GA-05,False,106,0.3490566037735849,0.02558137835356638
C0231,Paloma Abernathy,@Abernathy4Congress,D,House,GA,GA-06,True,72,0.0277777777777777,0.03520321725308862
C0232,Celeste Granger,@CGranger,R,House,GA,GA-06,False,71,0.1971830985915492,0.02817515268635787
C0233,Nolan Ellingson,@EllingsonForCongress,D,House,GA,GA-07,False,146,0.4931506849315068,0.03481569451551957
C0234,Petra Zablocki,@ZablockiForCongress,R,House,GA,GA-07,False,197,0.1421319796954314,0.02720785000442673
C0235,Vera Northcutt,@VeraNorthcutt2022,D,House,GA,GA-08,False,72,0.2638888888888889,0.031276623606816975
C0236,Ivan Tunstall,@ITunstall2022,R,House,GA,GA-08,False,74,0.4594594594594595,0.03630879073811554
C0237,Marisol Hargrove,@HargroveHQ,D,House,GA,GA-09,False,126,0.1269841269841269,0.027705462070172618
C0238,Ezra Kowalczyk,@EKowalczykOfficial,R,House,GA,GA-09,False,193,0.4248704663212435,0.024036796051625075
C0239,Uriel Northcutt,@UNorthcutt,D,House,GA,GA-10,True,74,0.081081081081081,0.03599840634788947
C0240,Gustavo Wexford,@WexfordHQ,R,House,GA,GA-10,False,135,0.2814814814814815,0.026532283816564473
C0241,Marisol Lindqvist,@MarisolLindqvist2022,R,House,GA,GA-11,True,80,0.675,0.045640149569721934
