candidate_id,party,chamber,incumbent,tfidf,w2v,ws1_tierA,ws1_tierB,behavioral,truth
C0025,R,House,False,0.1295803091562714,0.041086044423902,-0.0120053488934066,0.0161621502697772,0.6625,0.5532
C0026,D,House,False,-0.1854284733319831,-0.1505052508486412,-0.0220670538971144,-0.0315026055008622,-0.47432432432432436,-0.4518
C0027,D,House,False,-0.2973821019587215,-0.2174353693264583,-0.0609994770494258,-0.0848967582264492,-0.6383333333333333,-0.962
C0028,R,House,True,0.2644521669700517,0.1021280865468951,0.0618625231945057,0.0535240306464428,0.45,0.5627
C0029,D,House,True,-0.214023043665151,-0.0730196150461323,-0.0342925459033135,-0.0338841507717131,-0.3092105263157895,-0.2919
C0030,R,House,False,0.3089576443223761,0.0710586524842889,0.0533964379945024,0.057994800733651,0.596551724137931,0.7014
C0031,D,House,True,-0.3634715184834206,-0.2279678352566665,-0.0986679775937599,-0.0768839365517654,-0.6708333333333334,-0.6998
C0032,D,House,False,-0.1189786961657466,-0.124793380614431,-0.065850350537415,-0.113801573658221,-0.3346153846153846,-0.4199
C0033,R,House,False,0.2083103148999856,0.0892887913977517,0.0308051560444558,0.076088357772558,0.66,0.5039
C0034,D,House,True,-0.2974039618122764,-0.0510505434383241,-0.0127611952631109,0.0580049041921231,-0.625,-0.857
C0035,R,House,False,0.2363409345767979,0.0888634538272775,0.0483410932418501,0.0593873376357896,0.7545454545454546,0.7136
C0036,D,House,False,-0.2575789459006558,-0.0926454290823085,-0.0549942596852835,-0.0351027474267942,-0.5738636363636364,-0.563
C0037,R,House,False,0.226714498373461,0.2161014964472101,0.0498615762175966,0.0691934356509694,0.7111111111111111,0.6263
C0038,D,House,False,-0.2380442928777391,-0.1735626892513594,-0.0653922984767908,-0.0986013201668084,-0.5707317073170731,-0.8392
C0039,R,House,True,0.2277776101271214,0.0907702303794391,0.0697052247668267,0.0433282577392086,0.28,0.3902
C0040,D,House,False,-0.3326970761848051,-0.1800243445913187,-0.0979395577872948,-0.0814773948179327,-0.5197368421052632,-0.5233
C0041,R,House,True,0.1736289524765518,0.3385613394702854,0.0192584546816306,0.081303940005563,-0.65,0.4407
C0042,D,House,True,-0.281629214247363,-0.1991279466205766,-0.0704936901375051,-0.0663876250958522,-0.5,-0.4648
C0043,R,House,False,0.2840776318534523,0.1318517030685086,0.0907921525565305,0.0640238702388671,0.6659722222222223,1.0
C0044,D,House,False,-0.1817806417330478,-0.1054373493724895,-0.0895053265338239,-0.0102351343917477,-0.26,-0.5392
C0045,R,House,True,0.3056489295042384,0.1071650969676499,0.0034439938933316,0.06780227972929,0.55,0.3898
C0046,R,House,False,0.3701692871552957,0.1640297107640161,0.0584603835761756,0.0673328863316705,0.7628378378378379,1.0
C0047,D,House,True,-0.3104038872343006,-0.1631287026504412,-0.0765990584855731,-0.0789359788729539,-0.6846153846153846,-0.8952
C0048,R,House,False,0.2956685094546211,0.1653473537249135,0.0400096916654596,0.1081207238383897,0.44999999999999996,0.9362
C0049,D,House,True,-0.0751216116970018,-0.0256863462535777,-0.0169247920812327,0.0338888477652284,-0.39285714285714285,-0.2856
C0050,R,House,False,0.2877781421735217,0.1860370345293197,0.0636268475501476,0.0936872051306806,0.6015384615384616,0.5703
C0051,D,House,False,-0.1197604535796723,-0.0561326005038937,-0.0132795591086788,-0.011428911317026,-0.20909090909090908,-0.1854
C0052,D,House,False,-0.2315278923675547,-0.1045988262099782,0.0218135649760345,0.0879873558016765,-0.7666666666666666,-0.6107
C0053,R,House,False,0.2166881367010174,0.0875440422987589,0.0210789610085736,0.0425399119642479,0.525,0.9299
C0054,D,House,False,-0.2209692326525242,-0.0460011588387428,-0.0662666078003905,-0.0324021615823689,-0.5242857142857144,-0.5167
C0055,R,House,True,0.3342216585632017,0.1497096417972009,0.1176262155379019,0.0571633730395607,0.7170886075949366,0.7911
C0056,D,House,False,-0.370371369495599,-0.27586107729296,-0.0875258329098361,-0.1055234858108731,-0.6719512195121952,-0.8733
C0057,R,House,True,0.2999540115981375,0.1387678129543205,0.0368953812603475,0.0398409124818168,0.6645833333333333,0.644
C0058,I,House,False,0.1081221643459761,0.0137088196509783,-0.0332938548083002,-0.0464651419060384,0.30434782608695654,0.3913
C0059,R,House,True,0.0795282490456036,-0.0007239819195175,0.0572613711329339,-0.0492721088656008,0.4006578947368421,0.3543
C0060,D,House,False,-0.141434467716894,-0.104164949616777,-0.0452703211825691,0.0090563580897425,-0.24117647058823527,-0.2037
C0061,D,House,False,-0.2270820482248375,-0.0970349308075751,-0.1000722819668447,-0.020857997256679,-0.6272727272727273,-0.6309
C0062,R,House,True,0.3134308619688606,0.1194127067181718,0.0745245711073136,0.0073823089990052,0.6870229007633588,0.8288
C0063,D,House,False,-0.3526884531265082,-0.1241645310770784,-0.0479223282770632,0.0168010743907869,-0.6294117647058823,-0.765
C0064,R,House,True,0.2445108295759541,0.0959122622970021,0.0727723474169278,0.0856282930486916,0.526595744680851,0.5719
C0065,D,House,True,-0.2139055333866942,-0.2472998838303157,-0.0747717823866388,-0.1275175070772041,-0.5872549019607843,-0.6324
C0066,R,House,False,0.2414231398623245,0.1038064621947433,0.0509122639960714,0.0686178396487502,0.7704545454545454,0.7822
C0067,D,House,True,-0.3117343022159807,-0.1998069341438621,-0.0660115206418693,-0.0050351563315332,-0.5875,-0.6491
C0068,R,House,False,0.3793003476515143,0.2556376341783184,0.0508627220574428,0.1264487620388437,0.7875,0.8828
C0069,D,House,False,-0.3027945852525628,-0.0581124401298004,-0.0644523483487125,0.0115868381526518,-0.5404761904761904,-0.5992
C0070,R,House,True,0.2243692925033239,0.0457471435066357,0.0507261037135372,0.0899850396287689,0.53,0.71
C0071,D,House,False,-0.3251930166380989,-0.2001479510375592,-0.0506429677672468,-0.063158820745634,-0.640625,-0.8418
C0072,R,House,True,0.2803698799531062,0.0933381401081622,0.0389717849673627,0.07646168967617,0.6166666666666667,0.6073
C0073,D,House,True,-0.2408513060656242,-0.1192424140725284,0.018124704350277,0.0643944965525269,-0.33888888888888885,-0.5523
C0074,R,House,False,0.2360943246714658,0.0968951483757313,0.0482412341929272,0.0477166082584226,0.628,0.5208
C0075,D,House,False,-0.2638574138813587,-0.0512740006608889,-0.0507825596785931,0.0222661143427013,-0.6035714285714285,-0.5457
C0076,R,House,True,0.0837179162010447,0.0064545895457316,0.00947362025899,0.0557421583469806,0.19,0.0629
C0077,D,House,True,-0.230344183092494,-0.1659188645914269,-0.0373889828901097,0.0106252792707459,-0.40499999999999997,-0.3175
C0078,R,House,False,0.1959331823350347,0.1521941760964996,0.0427232312054175,0.1029494112019412,0.4625,0.5907
C0079,D,House,False,-0.167811335049039,-0.1521786872951763,-0.049212569035046,-0.0809233224146437,-0.5102564102564102,-0.4736
C0080,R,House,False,0.1088455074479028,0.0616830744234305,0.0274934251294028,-0.0057106753873039,0.2857142857142857,0.44
C0081,D,House,False,-0.3574191942148295,-0.2689931508288348,-0.0356107998995135,0.0319253772205931,-0.7083333333333334,-0.8036
C0082,R,House,True,0.177508493035754,0.0719897246893921,0.0786755492118306,0.0221857083255484,0.6678571428571428,0.607
C0083,D,House,True,-0.1153714320048762,0.0378408370047338,-0.014583836270112,-0.046116285419785,-0.37037037037037035,-0.3113
C0084,R,House,False,0.129499398540365,0.0079523540211504,-0.0102968221055035,-0.0291849157774259,0.28,0.2584
C0085,D,House,False,-0.3907426263140205,-0.1918131597776946,-0.1037357557848061,-0.0359402396184578,-0.73,-1.0
C0086,R,House,True,-0.0411868850138435,0.0299902336489959,-0.0319787405546163,0.0031722982265343,0.15937500000000002,0.1529
C0087,D,House,False,-0.1687927795498547,-0.0746113604074744,-0.0594698245309303,-0.0281098195333481,-0.3625,-0.4518
C0088,R,House,False,0.1372509711053441,0.0182160496772273,0.0370860327032756,0.1213881088432104,,0.4776
C0089,D,House,False,-0.3013148053592053,-0.0441265607931473,-0.0589983400226481,0.0339832849432432,-0.4625,-0.4723
C0090,R,House,False,0.3856340482388511,0.1941004607323092,0.0335475550831421,0.0894480056400349,0.79375,1.0
C0091,D,House,True,-0.3654363812442248,-0.2217324613076792,-0.0762034225893128,-0.0384356627607204,-0.5526315789473685,-0.8162
C0092,R,House,False,0.2152699049766316,0.0767453915577073,0.0326876521205332,0.0323352762407292,0.40142857142857147,0.4508
C0093,D,House,False,-0.3020307384790553,-0.2002868980522316,-0.0721207703943417,-0.0823485580205244,-0.6071428571428571,-0.6272
C0094,R,House,True,0.1528111725573619,0.0454000762506789,0.0103606132234848,0.0531067360327819,0.5,0.4253
C0095,D,House,True,-0.0884734948235811,-0.0302468901437286,-0.0415370777338613,-0.0440113200579925,-0.21041666666666667,-0.1485
C0096,R,House,False,0.3216264300409374,0.1775289628406703,0.0810582927901594,0.0689291098786261,0.7065217391304348,0.7256
C0097,D,House,True,-0.2211253180367196,-0.0130269501979173,-0.0845176690292372,-0.012566731137179,-0.4972222222222222,-0.5289
C0098,R,House,False,0.2387403579142082,0.0871775862142548,0.0499439003822307,0.0089190909503082,0.4362068965517242,0.3869
C0099,D,House,True,-0.2549168616632466,-0.169084596941844,-0.0702544808734194,-0.0179048093847317,-0.5291666666666667,-0.424
C0100,R,House,False,0.3458406214337367,0.2536364053041851,0.0330337325915874,0.0895579876828823,0.7195652173913044,0.7518
C0101,D,House,True,-0.1289039680802583,-0.078506958088367,-0.0390061330628439,0.0390914249364008,,-0.7558
C0102,D,House,True,-0.2888545875707004,-0.2423620938132749,-0.0903236235106537,-0.1345562446712774,-0.6,-0.69
C0103,R,House,False,0.2514829827517366,0.0988458049075206,0.0652268137853778,0.0295186164853316,0.7045454545454546,0.759
C0104,D,House,False,-0.2725818987577971,-0.1651019649567364,-0.0710310954816338,-0.0677867776279087,-0.65,-0.5432
C0105,D,House,False,-0.3626924592051136,-0.2813261254967366,-0.0834228737765571,-0.0502421714166044,-0.6882352941176471,-0.7517
C0106,R,House,True,0.3515939999911691,0.1252007919123753,0.0869758784033557,0.077083559436945,0.6815789473684211,0.8812
C0107,D,House,True,-0.0926328104288754,-0.0911984257169421,-0.0415753736977427,-0.0543022548207456,0.007894736842105263,-0.0891
C0108,D,House,False,-0.1269816293598848,-0.0190430133313491,-0.0538991668078516,-0.0187467568482453,-0.31,-0.3594
C0109,R,House,True,0.3680120793129717,0.1916767081625334,0.1038445058340858,0.0569807671080704,0.6529411764705881,0.8421
C0110,D,House,False,-0.23440642787987,-0.0382736063536388,-0.0344673033410239,-0.0164982514762347,-0.5375,-0.6004
C0111,D,House,False,-0.196921057616427,-0.2209102471525257,-0.0590626170125609,-0.0419969994603146,-0.6214285714285714,-0.5855
C0112,R,House,True,0.3977328022946694,0.2567971960264548,0.0534395648582319,0.0776491137689322,0.6833333333333332,0.9523
C0113,D,House,False,-0.0244257768043132,-0.0606590070475605,-0.0082028350487694,0.0451851185827992,-0.2857142857142857,-0.3225
C0114,R,House,False,0.2727080995457521,0.1063067866280801,0.0792853390342717,0.0503963951619584,0.6638888888888889,0.6523
C0115,D,House,True,-0.2740923927467738,-0.1098857903714305,-0.0437971806364058,-0.0287314798032498,-0.6315217391304347,-0.7529
C0116,R,House,False,0.3493381904686421,0.2447294966552784,0.0609985125820996,0.1409484864157771,0.78125,0.6038
C0117,D,House,True,-0.3599867820351044,-0.2452893022198572,-0.0851311751825537,-0.1286455110636879,-0.6576923076923077,-0.927
C0118,R,House,False,0.2145944618461813,0.0633021552187626,0.0519151263756843,-0.0263333195144198,0.5418181818181819,0.5811
C0119,D,House,False,-0.060400451425986,-0.0050572692725734,0.000953141213909,-0.0522886817321524,-0.064,-0.1173
C0120,R,House,True,0.2931684351951803,0.1176117992367902,0.0552777705421535,0.0501462569609652,0.6265306122448979,0.5538
C0121,D,House,True,-0.2250169930721303,-0.1822504414984321,-0.0366445703072519,-0.075454383971363,-0.46785714285714286,-0.4399
C0122,R,House,False,0.249469947226947,0.1270418541136761,0.0600358366401735,0.0399502960167534,0.5896551724137932,0.5632
C0123,D,House,False,-0.2426967297139196,-0.014254949556231,-0.0798559485070284,0.0066541181152753,-0.55,-0.6317
C0124,R,House,False,0.1159012559519207,0.0196978551239535,-0.0093316603713701,0.0111648010890393,0.47750000000000004,0.4197
C0125,D,House,False,-0.3437045326235352,-0.2655538629652935,-0.0605894582986864,0.009998921938401,-0.74,-0.8475
C0126,R,House,False,0.272858276180319,0.1658634546594443,0.0753459152137355,0.0860872105451031,0.6303278688524591,0.7348
C0127,D,House,False,-0.3059049722850456,-0.093927978785282,-0.1064478474938774,-0.0295785058413915,-0.5866666666666667,-0.6122
C0128,R,House,True,0.1840317089637739,0.0473954469412018,-0.0212537270503962,0.0460280584459048,0.48,0.6375
C0129,R,House,False,0.1185204505984029,-0.0345689204973365,0.0410495200894948,-0.0144699962294972,0.7999999999999999,0.9335
C0130,R,House,True,0.3424664300715186,0.2023266630574281,0.1006414420942056,0.0162097243337254,0.7059701492537312,0.9517
C0131,D,House,True,-0.2860045024596746,-0.0848311956011142,-0.0722791049208287,-0.0007185122920822,-0.4636363636363636,-0.6365
C0132,R,House,False,0.3144356304531784,0.1284873902783878,0.0421527414270403,0.0493779002713186,0.718421052631579,0.7355
C0133,D,House,False,-0.3936871463318302,-0.1480140522467113,-0.1135162463045562,-0.0620044259045968,-0.6916666666666667,-0.8526
C0134,R,House,True,0.3044803463138048,0.1530466426181101,0.0186711947870664,0.0226166757823449,0.6357142857142858,0.6605
C0135,D,House,False,-0.2321892414042613,-0.0654099623156091,-0.0856469068220294,0.0060337774515189,-0.735,-0.8089
C0136,R,House,True,0.3486671233953319,0.2186760587708654,0.0587785564194535,0.0678775203159421,0.7257142857142858,0.908
C0137,R,House,False,0.0707397542558737,0.0289849671915382,-0.0052858645191513,-0.0127818043184248,-0.11818181818181817,0.038
C0138,I,House,False,-0.3106548305512659,-0.1291552895351566,-0.0777342749571614,-0.004927753940389,-0.8250000000000001,-0.9147
C0139,D,House,False,-0.3669866697145066,-0.1755621662785113,-0.0705503281821897,-0.0451567949894826,-0.6214285714285713,-0.8555
C0140,R,House,True,0.2973658307707286,0.1906165013531569,0.0621169730846506,0.055495263335905,0.5666666666666667,0.6328
C0141,D,House,False,-0.2339631207488501,-0.207930253131288,-0.0404800213398196,-0.0297694290147209,-0.6270270270270271,-0.6785
C0142,R,House,True,0.2845980839058635,0.1362240181975382,0.1067427537370767,-0.0001515929313523,0.7190476190476192,0.7947
C0143,D,House,False,-0.1726377278188123,-0.1318358232363689,-0.0232441784491167,-0.0199509356806512,-0.4064516129032258,-0.3448
C0144,R,House,True,0.1192705616305104,0.0536906924837945,0.0543903642920385,0.0097210049612333,0.47200000000000003,0.4417
C0145,D,House,False,-0.1850831757971057,-0.0229976363284901,-0.0338267264585274,0.0330742351105228,-0.3125,-0.4637
C0146,R,House,False,0.2043465111076536,0.2402700301118934,0.036312884494691,0.0733802535088403,0.5549999999999999,0.564
C0147,D,House,False,-0.0485164549256108,0.0242012032109838,0.025173963343748,-0.005316108501641,-0.19210526315789472,-0.1353
C0148,R,House,False,0.0780217274270528,0.0744246151320688,0.0249932001899415,0.0465475681038183,0.1142857142857143,0.1978
C0149,I,House,False,-0.2236370187167388,0.0245220796570407,-0.0187314319843542,0.0236818237183962,-0.5700000000000001,-0.4062
C0150,D,House,True,-0.1226310665254807,-0.0438611742591558,-0.0520253988740917,-0.0231178789762927,-0.39999999999999997,-0.3685
C0151,R,House,False,0.1808596144071674,0.235752959634506,0.0214187734135122,0.0682778553037456,0.44166666666666665,0.4359
C0152,D,House,False,-0.215041439097146,-0.053382159170625,-0.0194325918321064,-0.0576431885163796,-0.3942307692307692,-0.4247
C0153,R,House,True,0.2083534139956281,0.0546915116825856,0.0002504308301044,0.0117648839953577,0.6194444444444445,0.7083
C0154,D,House,True,-0.2308337573659714,-0.2247828379256726,-0.0547250015212001,-0.0985840159669828,-0.5777777777777777,-0.5375
C0155,R,House,False,0.1327600183646241,0.0561774156556265,0.0006591864290136,0.0015427541032205,0.584375,0.6044
C0156,D,House,True,-0.3071806488009701,-0.1567653582110374,-0.0695365845349266,-0.0473627776842189,-0.65,-0.7553
C0157,R,House,False,0.2645785550249451,0.1272593723111736,0.0511563157041546,0.0732439705838473,0.551923076923077,0.5015
C0158,D,House,False,-0.3845103821716548,-0.1700931743071321,-0.0551530098630631,0.0018240069806768,-0.7464285714285713,-0.9445
C0159,R,House,True,0.2579348941928986,0.1533106001947345,0.0555294492661151,0.0571353370909404,0.6259259259259259,0.652
C0160,D,House,True,-0.2898716089451529,-0.2150956125718831,-0.0867066721271574,-0.1314591210285454,-0.5945945945945946,-0.724
C0161,R,House,False,0.2726053751705165,0.1850317609148644,0.0909377987089922,0.1110231721978022,0.5208333333333334,0.5138
C0162,D,House,False,-0.331729729028493,-0.1783343065880561,-0.0634346614320099,-0.068730392542877,-0.7022222222222223,-0.8528
C0163,R,House,True,0.3044115260149838,0.1346545608450212,0.0882816683213441,-0.0064592793620463,0.688135593220339,0.8115
C0164,D,House,False,-0.4690566645232941,-0.3160855059590448,-0.0820129641783193,-0.0347669101489245,-0.6571428571428571,-0.842
C0165,R,House,True,0.1120172588840039,0.1180732169322721,0.0086292744468767,0.0381897007797796,0.075,0.0155
C0166,D,House,False,-0.310961549344297,-0.2697920049166689,-0.0631238155044559,-0.023087254943999,-0.6208333333333333,-0.633
C0167,R,House,False,0.1741402623114526,0.276214100454479,0.0900351500304172,0.1246950177896105,0.5900000000000001,0.7081
C0168,D,House,True,-0.3072756319314122,-0.1670627759757933,-0.0683525332577262,-0.0558909063137254,-0.6595238095238095,-0.8729
C0169,R,House,False,0.2854329649500029,0.1528085350319598,0.0790969830760923,0.0655141042608952,0.6461538461538462,0.6861
C0170,D,House,True,-0.3143632641003572,-0.1487705525610765,-0.0371119071361024,0.0183918013412076,-0.605,-0.9654
C0171,R,House,False,0.29879390085675,0.1296841768752857,0.0711453571574204,0.0859091094209449,0.6694444444444445,0.6244
C0172,D,House,True,-0.2955292000256415,-0.067666408606381,-0.0584215107319221,-0.0273790689863034,-0.42272727272727273,-0.5419
C0173,R,House,False,0.2783091565412768,0.2062961615357184,0.0436768262612907,0.0664740449300752,0.5225000000000001,0.5495
C0174,D,House,False,-0.3065868889923923,-0.2308517229812763,-0.1081098187074593,-0.1198390990162961,-0.6696428571428571,-0.8467
C0175,R,House,True,0.1541513736668033,0.1498459626945834,0.0028761297387207,0.0104432471483347,0.36025641025641025,0.3367
C0176,D,House,True,-0.3767362438142007,-0.0997555076199615,-0.0517813305666658,-0.0237897004867294,-0.47750000000000004,-0.7438
C0177,R,House,False,0.1367219087685605,0.0090391968591318,0.0704856345744754,0.1297204381398319,0.18333333333333335,0.3727
C0178,R,House,False,0.2446305766089803,0.0613941504750619,0.0720600523551171,0.0205754766792261,0.5262931034482758,0.5342
C0179,D,House,False,-0.3535230604808119,-0.0993263148466322,-0.056733108668796,0.0142873242837101,-0.625,-0.6523
C0180,R,House,True,0.2954742045732864,0.1471934320937521,0.0999072971017942,0.0091657802063961,0.6564102564102564,0.789
C0181,D,House,True,-0.1929466241327246,0.0333844806520714,-0.0401002117201408,0.0022189164582401,-0.5857142857142856,-0.5513
C0182,R,House,False,0.1483172618891607,0.1495915472144265,0.020637698700665,0.0437717229338314,0.5282608695652175,0.5011
C0183,D,House,True,-0.2294896872051865,-0.1170969206920823,-0.0434810685361587,0.0066539361729779,-0.74,-0.8626
C0184,D,House,False,-0.3479634249688418,-0.2181213910181976,-0.0979543142101543,-0.1101182586356471,-0.6265151515151516,-0.5665
C0185,R,House,True,0.3134169523840707,0.1310467734639717,0.05186609167796,0.0502755803996119,0.6615384615384615,0.7212
C0186,D,House,False,-0.2579564114766681,-0.12465866771935,-0.0743671168855515,-0.077734120610632,-0.7141025641025641,-0.9788
C0187,R,House,True,0.3547046374820303,0.271283866838893,0.0741713771921667,0.0833082424599171,0.7107142857142857,0.8124
C0188,D,House,True,-0.4041761572553332,-0.2750775179379678,-0.0906045055237531,-0.0985407563692628,-0.623,-0.7781
C0189,R,House,False,0.0539410648638902,0.0568021893077426,0.0530398768416807,-0.0190836863267626,0.24385964912280703,0.2364
C0190,D,House,True,-0.1567996948246274,-0.1660766658350898,-0.0584485503121939,-0.0399924220734255,-0.10357142857142856,-0.2152
C0191,R,House,False,0.3503737800692709,0.1459549617184557,0.0840291652097632,0.0618458888877277,0.7014705882352942,1.0
C0192,D,House,True,-0.2424311491148474,-0.2433554411185064,-0.0799552482678455,-0.0958217778570795,-0.5837837837837838,-0.6133
C0193,R,House,False,0.2430659890779012,0.1905130975251729,0.0501409201626669,0.0816799532928865,0.61875,0.538
C0194,D,House,True,-0.2756307043847746,-0.2077273738276466,0.001566235390857,0.0068467058041695,-0.5033333333333333,-0.499
C0195,R,House,False,0.350547019283383,0.2134876000534535,0.0796082844818424,0.1196049812682011,0.775,0.8694
C0196,D,House,True,-0.2834892847783877,-0.2523872717422215,-0.0977394836141298,-0.1769564158839343,-0.6686956521739131,-1.0
C0197,R,House,False,0.2137335932000969,0.0515020081423069,0.0829674308735549,-0.007640356229424,0.5101351351351351,0.5096
C0198,D,House,True,-0.2999715916311625,-0.2006598927437339,-0.0238959752000452,-0.0540978539382648,-0.4387755102040816,-0.4872
C0199,R,House,False,0.1237463129709516,0.0463634462692572,0.0282014594959512,-0.0303856016776738,0.2947368421052632,0.3359
C0200,D,House,True,-0.2949975852192318,-0.0658405420150771,-0.0349293331508739,0.0033924053310401,-0.7020000000000001,-0.7877
C0201,R,House,False,0.1668289626520795,0.0978677137626013,0.0527692016105541,-0.0189784851607141,0.38684210526315793,0.3298
C0202,D,House,True,-0.2079668223919264,-0.0632179876070461,-0.0324889628097228,0.0156266997541568,-0.3083333333333333,-0.3881
C0203,R,House,False,0.4302370548116641,0.2993668020716189,0.119335197618824,0.1171340068447158,0.7037037037037037,0.9914
C0204,D,House,True,-0.2487000795260169,-0.0140508648469869,-0.05646576434605,0.0016812123759763,-0.4,-0.5706
C0205,R,House,False,0.3303580483192327,0.3103091816338136,0.0713869071178435,0.0888374352288574,0.8571428571428571,0.8204
C0206,I,House,False,0.1020643783444583,0.1885507221512122,0.0471796606191849,0.0522487593644542,0.21250000000000002,0.3266
C0207,D,House,True,-0.3606743840867494,-0.2008427098337847,-0.0168494489379709,0.0057739832723836,-0.6680555555555556,-0.6583
C0208,R,House,False,0.280283481710754,0.1335441776661707,0.0628469995677087,0.0484494409349339,0.5906976744186047,0.5728
C0209,D,House,False,-0.2216402167821883,-0.0993196538788884,-0.0797829506308989,-0.1111808097309554,-0.5588235294117647,-0.6749
C0210,R,House,True,0.3251472724095602,0.0776690286958191,0.0711815938978717,0.0225168878098465,0.6626984126984127,0.7397
C0211,D,House,False,-0.2059538233344488,-0.1792224226725557,-0.0346041623720059,-0.0356189211651281,-0.3514285714285714,-0.3313
C0212,R,House,True,0.36986032783532,0.370571923516599,0.0884611690067683,0.1401758462026718,0.5125000000000001,0.7929
C0213,D,House,False,-0.16432278980329,-0.0088624397441146,-0.0539159446994522,-0.0276400852088677,-0.6423076923076922,-0.651
C0214,R,House,True,0.3047129762189225,0.1870598995221063,0.0570780039349585,0.0671006388679348,0.6846153846153846,0.7808
C0215,D,House,True,-0.3378646769623636,-0.1928024413546612,-0.0751438005241605,-0.0994153849055702,-0.59,-0.7538
C0216,R,House,False,0.2703791267261605,0.1424666552165,0.0598392388296794,-0.0013303823065811,0.6724489795918368,0.6794
C0217,D,House,False,-0.3313393806410387,-0.1839070415395955,-0.0256615313006676,0.0281284643905504,-0.590625,-0.6374
C0218,R,House,True,0.1256711651663898,0.0801008449445536,0.02221867607586,0.0853247895546753,0.35625,0.3526
C0219,D,House,True,-0.2341283712508258,-0.0532802050573034,-0.0290186167966576,-0.0058986175848292,-0.6583333333333333,-0.8249
C0220,R,House,False,0.2948542591474837,0.1824035494123563,0.0931175278091975,0.0738341529867534,0.6763157894736842,0.7024
C0221,D,House,True,-0.1622725256291403,-0.0625781518730452,-0.0393305782365853,-0.0506889327717555,-0.5909090909090909,-0.4935
C0222,R,House,False,0.1659231015440487,0.0233892580321958,0.021433718466671,-0.0266876819971239,0.23809523809523808,0.2302
C0223,D,House,True,-0.2448059032069527,-0.2331177402692118,-0.0582730370003615,-0.1157321322619233,-0.5071428571428571,-0.5559
C0224,R,House,False,0.3306041710046792,0.2264496873711994,0.1255455863851583,0.1295919994624236,0.7357142857142858,0.7711
C0225,D,House,True,-0.2190033864046467,-0.1665698340119168,-0.0782033513727626,-0.1295163104892159,-0.6210526315789474,-0.8646
C0226,R,House,False,0.2978524738517255,0.1438625824978567,0.094464136208551,0.0401303524772687,0.6487179487179487,0.785
