candidate_id,party,chamber,incumbent,tfidf,w2v,ws1_tierA,ws1_tierB,behavioral,truth,llm_score,llm_sd,small_bundle,behav_A
C0613,R,House,True,0.2283938371316488,0.2038684347815403,0.0574235836684307,0.0252081020990244,0.6599999999999999,0.5921,0.436,0.0497995983919549,False,0.6649999999999999
C0614,D,House,False,-0.3785472886845827,-0.1729135457430398,-0.0820544539513257,-0.051512879542074,-0.7194444444444444,-1.0,-0.75,0.0353553390593274,False,-0.7250000000000001
C0621,R,House,False,-0.0051806148390133,-0.1180217117420742,0.0353227560101368,-0.0364756113721036,-0.0024390243902438916,0.0485,0.15,0.1837117307087383,False,-0.04499999999999998
C0622,R,House,True,0.3862758303572096,0.2446916245619909,0.1153730923348803,0.0848190061187553,0.7357142857142858,0.8688,0.746,0.1297304898626378,False,0.7529411764705882
C0631,R,House,True,0.2495590288711423,0.0161429942196333,0.0870822195553249,0.0193525126985177,0.6421052631578947,0.7,0.604,0.1087658034494298,False,0.6107142857142858
C0634,D,House,True,-0.2930867610541379,-0.2376334910522986,-0.0951996155156046,-0.1801416348884422,-0.6338983050847458,-0.8297,-0.674,0.0487852436706018,False,-0.6620689655172414
C0639,D,House,True,-0.1674751023749977,-0.1091777803354318,-0.0308253150362839,-0.0758920404682866,-0.24054054054054055,-0.2685,-0.2799999999999999,0.1254990039801113,False,-0.30833333333333335
C0641,R,House,True,0.28335387834271,0.2172989533942224,0.0449858484409097,0.0799359321296533,0.58,0.6362,0.5900000000000001,0.0418330013267038,False,0.5
C0654,D,House,False,-0.1025688578873229,-0.1498873710610675,-0.0482433393360156,-0.0361413037680356,-0.2636363636363636,-0.3697,-0.2259999999999999,0.0336154726279432,True,-0.26
C0657,R,House,False,0.3171349649911675,0.1154913956407439,0.0534130065805833,0.0399698888669348,0.6435897435897436,0.7277,0.51,0.0651920240520265,False,0.6657894736842106
C0661,R,House,True,0.3041203001538984,0.1986607888746193,0.0766449399143183,0.0927711417343398,0.7181818181818183,0.9196,0.736,0.0497995983919549,False,0.8
C0662,D,House,False,-0.3401132142316493,-0.091495641821843,-0.0632758576428505,-0.0089973604989298,-0.6588235294117647,-1.0,-0.75,0.0935414346693485,False,-0.53125
C0684,R,House,True,0.2819495080351076,0.1389536578225396,0.0290918424255754,0.0333442053638848,0.6073529411764705,0.5631,0.47,0.1680773631397161,False,0.5970588235294118
C0692,D,House,False,-0.1415975958833794,0.0107690499621005,0.0281218939039318,0.0783192885869655,-0.35000000000000003,-0.5912,-0.256,0.0626897120746299,True,-0.15
C0695,R,House,True,0.1906738974748954,-0.0033365198252574,0.0445032496227978,-0.0511320543894978,0.4609375,0.4281,0.55,0.1499999999999999,False,0.453125
C0710,D,House,True,-0.3527489723224131,-0.12063333648156,-0.0357813656072348,-0.0353394756566963,-0.6054347826086957,-0.7556,-0.6140000000000001,0.1150217370760848,False,-0.6391304347826087
C0711,R,House,False,0.2389032738107546,0.1880550122754272,0.0743255557799387,0.1099341571333011,0.565625,0.4358,0.7,0.0935414346693485,False,0.58125
C0727,I,House,False,0.2436831630223133,0.1721606306958023,0.0506409310964384,0.0657808156448457,0.46071428571428574,0.4154,0.45,0.1274754878398196,False,0.4035714285714286
C0736,R,House,False,0.3755361242790743,0.3499442851149154,0.0870736871183851,0.0444701799085098,0.5387096774193548,0.7329,0.78,0.0447213595499958,False,0.5833333333333334
C0739,R,House,True,0.1672808748164959,-0.0177788429184359,0.0588561443962355,0.0803130632977415,0.5857142857142857,0.4117,0.4,0.1,False,0.5666666666666668
C0742,D,House,False,-0.2510806697929162,-0.4129757460492876,-0.0970498465572751,-0.1850054133057742,-0.6694444444444444,-0.7952,-0.54,0.0741619848709566,False,-0.725925925925926
C0747,D,House,False,-0.1455344510107158,-0.1713785920411979,-0.0758760752693105,-0.1193004117455353,-0.32708333333333334,-0.4106,-0.18,0.1151086443322133,False,-0.32083333333333336
C0758,R,House,True,0.3026882722654549,0.2779669721892385,0.12049986400737,0.122717618044672,0.6157894736842106,0.5873,0.58,0.1262933094031508,False,0.5722222222222223
C0765,R,House,False,0.3075678656037715,0.1528240487196485,0.0772724725930278,0.0112380328273252,0.5451219512195122,0.6707,0.71,0.0651920240520264,False,0.515
C0776,R,House,False,0.2738256599412642,0.2147314020924875,0.0702549758186555,0.0275920314549415,0.4973684210526316,0.5047,0.67,0.0273861278752582,False,0.44999999999999996
C0781,D,House,False,-0.2198293844309264,-0.251457310723055,-0.0738439435896739,-0.102773076759737,-0.5145161290322581,-0.4713,-0.5439999999999999,0.1114899098573499,False,-0.5366666666666667
C0788,R,House,False,0.2762458255177612,0.1329708255675357,0.055876693635956,0.056824054013165,0.6657894736842106,0.6351,0.51,0.108397416943394,False,0.7
C0798,R,House,True,0.1195958760474821,-0.0252326822018417,0.0166656332382555,0.0709799840149481,0.55,0.9657,0.266,0.0743639697703128,True,
C0803,D,House,False,-0.2349555672466441,-0.1158894781539487,-0.0639924080630946,-0.0237932003049399,-0.7125,-0.7065,-0.614,0.1083051245324984,False,-0.7250000000000001
C0811,D,House,False,-0.2337915294989159,-0.2025029619444702,-0.0473607031298244,-0.0737432983727042,-0.5931818181818181,-0.5308,-0.634,0.1324009063413087,False,-0.5696969696969697
C0814,I,House,False,0.0508834756624356,0.011461224560543,-0.0120142581398103,-0.0248087389637021,-0.04333333333333332,0.0143,0.41,0.1781852968120546,False,0.08571428571428573
C0817,D,House,True,-0.2295951668186793,-0.1395773314372538,-0.0808517397219031,-0.0315220670776174,-0.4083333333333333,-0.4097,-0.538,0.1754137964927502,False,-0.4361111111111111
C0832,R,House,True,0.2486999041156909,0.1376705553902959,-0.001854516149213,0.0258623867176198,0.6833333333333332,0.6486,0.624,0.1504327092091344,False,0.9
C0834,R,House,False,0.2699467136879829,0.1515158933427632,0.0323837230444346,-0.0040435126898042,0.7821428571428571,0.9413,0.8300000000000001,0.0273861278752582,False,0.7357142857142858
C0836,R,House,False,0.246068187208466,0.073974568214464,0.0767819979499189,0.0026639245122021,0.6913978494623656,0.7004,0.64,0.138744369255116,False,0.675
C0853,D,Senate,False,-0.262136574304673,-0.1002385208691504,-0.0144786835189526,0.0275126216117141,-0.5772727272727273,-0.6596,-0.64,0.0741619848709565,False,-0.6
C0867,D,Senate,False,-0.3531201606171226,-0.1838627064439791,-0.0939184268489351,-0.0798908392461245,-0.79375,-0.9242,-0.75,0.0353553390593274,True,-0.78125
C0870,R,Senate,False,0.2777061922233871,0.1465728215940366,0.0916375655002386,0.035177719787025,0.5326923076923077,0.5855,0.54,0.151657508881031,False,0.5884615384615385
C0872,R,Senate,False,0.2497990945141954,0.1765384976294259,0.039997541040596,0.0119472260805026,0.5786666666666667,0.5195,0.482,0.0831865373723416,False,0.595945945945946
C0875,I,Senate,False,0.2305349022812175,0.2143995663163836,0.0450159119688615,0.0710629313465186,0.6,0.5187,0.56,0.0894427190999915,True,0.4
C0876,D,Senate,False,-0.4009859689555072,-0.296977506811706,-0.0701352803740251,-0.0989452122895591,-0.6743421052631579,-0.9556,-0.5700000000000001,0.0836660026534074,False,-0.631578947368421
C0881,R,Senate,False,0.2095276517615263,0.1714233086768339,0.0510965352259632,0.0728375160453735,0.32142857142857145,0.3331,0.54,0.0821583836257749,False,0.24285714285714288
C0882,D,Senate,True,-0.2499696796052922,-0.2923696626192055,-0.076983759444683,-0.1039826983495937,-0.67,-0.5866,-0.55,0.0353553390593274,False,-0.665
C0885,R,Senate,False,0.0553260929656467,0.0115442779607912,-0.0039006631869572,0.0334858795197821,0.17222222222222222,0.1365,0.22,0.1350925608610629,False,0.2375
C0893,D,Senate,False,-0.1458831559003312,-0.1251346198597111,-0.034381878369974,-0.0487266260215968,-0.5111111111111111,-0.4685,-0.5820000000000001,0.0664830805543786,False,-0.5833333333333334
C0908,R,Senate,False,0.3413320390777716,0.1739164394510462,0.0368949260893733,0.0791421722127962,0.6617647058823529,1.0,0.73,0.0908295106229247,False,0.73125
